full_id,osm_id,osm_type,historic,plaque:type,name2,name1,artwork_type,person:death,person:name,material,width,website,ref:CRFOP,natural,denotation,circumference,inscription:url,layer,tourism,source_ref,flood_mark,flood_date,source:name,url,memorial:type,tower:type,man_made,wikipedia:pl,entrance,location,name:fa,power,backrest,amenity,subject:wikipedia,denomination,tomb,religion,description2,wheelchair:description,wheelchair,toilets:wheelchair,noexit,inscription,image,description,artist_name,wikipedia,wikidata,subject:wikidata,start_date,name:pl,name:en,name:de,name,memorial
n7770424157,"7770424157",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I. Lisiecka (projekt), Edward Haupt",,,,"1967",,,,Jan Kasprowicz,
n7840345013,"7840345013",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof. Janusz Ziółkowski,
n7894816082,"7894816082",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Boje Armii ""Poznań"" to wielka karta naszej narodowej epopei"" Wojciech Żukrowski. W 50. rocznicę ""Września"" Mieszkańcy Poznańskiego",,,,,,,,,,,"Tablica Armii ""Poznań""",plaque
n7894864218,"7894864218",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tekst odezwy Stalina,,,,,,,,,Odezwa Stalina,plaque
n8035868296,"8035868296",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kazimierz Nowak,stone
n8035868297,"8035868297",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Sam Sandi,stone
n8036453569,"8036453569",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011",,,,Wawrzyniec Benzelstjern Engeström,stone
n8050600953,"8050600953",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feliks Michalski,stone
n8082230837,"8082230837",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Głaz upamiętniający 20-tą rocznicę odrodzenia się Bractwa Kurkowego oraz ku chwale braciom poległym za Ojczyznę.,,,,,"2009",,,,20. rocznica odrodzenia ruchu brackiego w Poznaniu,stone
n8082230838,"8082230838",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-09-16,,,,Pomnik Strzelców Kurkowych,statue
n8167607995,"8167607995",node,memorial,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ślad torowiska Średzkiej Kolei Dojazdowej,,,,,,,,,,,Średzka Kolej Dojazdowa,plaque
n8167707016,"8167707016",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ślad torowiska Średzkiej Kolei Dojazdowej,,,,,,,,,,,Średzka Kolej Dojazdowa,plaque
n8173402240,"8173402240",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SARP Poznań,,,,,,,,Władysław Czarnecki,stone
n8339350244,"8339350244",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rondo Kaponiera,plaque
n8339350249,"8339350249",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""W tym miejscu zostanie wzniesiony pomnik Wielkopolan ograbionych i wygnanych z własnych domów przez niemieckich najeźdźców w latach 1939-1945""",,,,pl:Pomnik Wypędzonych Wielkopolan,Q86666463,,,,,,Miejsce planowanego Pomnika Wypędzonych Wielkopolan,stele
n8440308357,"8440308357",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jezus Chrystus dźwigający krzyż,
n8757757487,"8757757487",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik psa,
n8792711391,"8792711391",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bench,,,,,,,,,,,,,,,,,,,,,Ławka Wincentego Różańskiego,bench
n8827179923,"8827179923",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piotr Socha,pl:Pomnik Bohdana Smolenia w Poznaniu,Q108000589,,2021-06-11,,,,Bohdan Smoleń,
n8829523208,"8829523208",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Głaz upamiętniający Mariana Mikołajczyka, założyciela kombinatu ogrodniczego w Naramowicach",,,,,"1997",,,,Marian Mikołajczyk,stone
n8848170241,"8848170241",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catholic,,christian,,,,,,Królowej Polski za powtórne wskrzeszenie Ojczyzny 1918 i 1945,,,,,,,,,,,Matka Boża Królowa Polski,statue
n8935847236,"8935847236",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Dawczak-Dębicki,pl:Pomnik Krzysztofa Komedy-Trzcińskiego w Poznaniu,Q11823306,,2010-11-19,,,,Krzysztof Komeda-Trzciński,statue
n9070443198,"9070443198",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serce Jezusa,statue
n9097506538,"9097506538",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serce Jezusa,statue
n9097506548,"9097506548",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doc. Tadeusz Łosiński,stone
n9097506549,"9097506549",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doc. Marcin Sarnowski,plaque
n9097506550,"9097506550",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Płk Henryk Kowalówka,stone
n9097506552,"9097506552",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miejsce zebrania założycielskiego Towarzystwa Krajoznawczego,plaque
n9098286813,"9098286813",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Głaz ""Golgota Wschodu"", odsłonięty w 70-tą rocznicę agresji WRR na Polskę",,,,,"2009",,,,Golgota Wschodu,stone
n9098301922,"9098301922",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miejsce uświęcone męczeńską krwią 20 bezimiennych mieszkańców Poznania, więzionych w Forcie VII i straconych przez okupanta hitlerowskiego w kwietniu 1940. Cześć ich pamięci.",,"Głaz upamiętniający miejsce uświęcone męczeńską krwią 20 bezimiennych mieszkańców Poznania, więzionych w Forcie VII i straconych przez okupanta hitlerowskiego w kwietniu 1940",Jan Cieślinski,pl:Pomnik ofiar Fortu VII nad Rusałką w Poznaniu (północny brzeg),Q4343490,,,,,,Pomnik ofiar Fortu VII (północny brzeg),
n9098301986,"9098301986",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Pomnik proroka Eliasza w Poznaniu,Q24946984,,mid C18,,,,Prorok Eliasz,statue
n9098302000,"9098302000",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009",,,,Św. Michał Archanioł,statue
n9098302001,"9098302001",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik wzniesiony przez mieszkańców Pokrzywna w dowód wdzięczności za odzyskanie niepodległości,,,,,1918..1939,,,,Pomnik wdzięczności za odzyskanie niepodległości,statue
n9098302002,"9098302002",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Św. Teresa,statue
n9098302003,"9098302003",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NMP Niepokalanego Poczęcia,statue
n9098302004,"9098302004",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1929",,,,Pomnik poległych w I i II Wojnie Światowej oraz Powstaniu Wielkopolskim,statue
n9098519769,"9098519769",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1975; 2003",,,,Głaz ofiar II Wojny Świątowej z rejonu SP 56,stone
n9098519770,"9098519770",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zamęczonym pracownikom ""Stomila"", w 20-tą rocznicę wyzwolenia miasta Poznania",,,,,"1965",,,,Pomnik zamęczonych pracowników Stomila,
n9098519773,"9098519773",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Głaz upamiętniający 50-tą rocznicę utworzenia szczepu harcerskiego imienia Edwarda Pietrzykowskiego na Osiedlu Warszawskim,"M. Pietrzykowski; Edward Smolibowski",,,,"1982",,,,50. rocznica utworzenia szczepu harcerskiego im. Edwarda Pietrzykowskiego,stone
n9098519780,"9098519780",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edward Gorol,,,,"1975",,,,Józef Paczoski,stone
n9098672690,"9098672690",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011",,,,Dąb por. Jana Szmagiera,stone
n9098672694,"9098672694",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Głaz Franciszka Witaszka w Poznaniu,Q9284106,,1976-04-30,,,,Głaz poległych w walce z faszyzmem,stone
n9098672696,"9098672696",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-10,,,,Prof. Bohdan Kiełczewski,stone
n9098672697,"9098672697",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Pomnik Józefa Rivolego w Poznaniu,Q11823283,,1948-05-18,,,,Prof. Józef Rivoli,
n9098918013,"9098918013",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miejsce urodzenia Romana Wilhelmiego,plaque
n9100683050,"9100683050",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Poznański Czerwiec,,,,,,,,,"W hołdzie Poległym w Powstaniu Poznańskiego Czerwca 1956, w tym Cegielszczakom F. Lipskiemu, C. Jackowskiemu, B. M. Sobalakowi, W. Toma, Z. Janczewskiemu",,,,,,Q52967,,,,,Tablica poległych w Poznańskim Czerwcu 1956,plaque
n9100683051,"9100683051",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dla upamiętnienia X rocznicy powstania Niezależnego Samorządnego Związku Zawodowego „Solidarność”, Komisja Zakładowa NSZZ H. Cegielski",,,,,,Q1003,,,,,"10. rocznica powstania NSZZ ""Solidarność""",plaque
n9101955182,"9101955182",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik polskich lotników,
n9101955183,"9101955183",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henryk Marcinkowski,,,,"1999",,,,"Pomnik fundacji im. gen. Henryka ""Zręba"" Kowalówki",
n9101955184,"9101955184",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik polskich żołnierzy poległych podczas II WŚ,Zygmunt Wujek,,,,"1986",,,,Pomnik żołnierzy polskich,
n9101955185,"9101955185",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1964",,,,Pomnik żołnierzy radzieckich,obelisk
n9101955186,"9101955186",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,,,Pomnik poświęcony poległym żołnierzom z 3 Poznańskiego Pułku Lotniczego,Ryszard Skupin,,,,1989 (?),,,,Pomnik 3. Poznańskiego Pułku Lotniczego,
n9101955187,"9101955187",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,,,"Pomnik poświęcony żołnierzom 57 Pułku Piechoty Wielkopolskiej, poległym w obronie Ojczyzny we wrześniu 1939r.",J. Ormowski,,,,1974-09-01,,,,Pomnik 57. Pułku Piechoty Wielkopolskiej,
n9101955188,"9101955188",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,,,,Ryszard Skupin,,,,"1965",,,,Pomnik cytadelowców,
n9101955189,"9101955189",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,Pomniki i rzeźby na Cytadeli w Poznaniu#Pomniki,,,,,,,,,,,,,,,,,,,,,,,"2008",,,,Pomnik bohaterów walk o niepodległość 1918-1920,
n9101955190,"9101955190",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Łukasz Trusewicz,pl:Pomnik Wojciecha Szczęsnego Kaczmarka w Poznaniu,Q11823508,,2011-03-03,,,,Pomnik Wojciecha Szczęsnego Kaczmarka,
n9101955191,"9101955191",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomnik nagrobny 139 żołnierzy radzieckich, poległych w walkach o wyzwolenie rejonu Głuszyna",,,,,,,,,Pomnik nagrobny żołnierzy radzieckich,
n9101955192,"9101955192",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Pomniki i głazy pamiątkowe Uniwersytetu Przyrodniczego w Poznaniu,,,1985 (?),,,,Prof. dr Mikołaj Kwinichidze,stone
n9101955193,"9101955193",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Pomniki i głazy pamiątkowe Uniwersytetu Przyrodniczego w Poznaniu,,,1985 (?),,,,Prof. dr Feliks Terlikowski,stone
n9101955196,"9101955196",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jezus Chrystus,statue
n9101962325,"9101962325",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Paweł II,stone
n9101962327,"9101962327",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomnik upamiętniający mieszkańców Junikowa, którzy stawili opór niemieckiemu okupantowi",,,,,"2004",,,,Pomnik junikowskich członków ruchu oporu,
n9101962464,"9101962464",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starali się wykonać niewykonalny w 1939 roku obowiązek - obronę Polski,,,"Anna Rodzińska-Iwańska; Józef Iwiański",pl:Pomnik Armii Poznań,Q11823123,,1982-09-01,,,,Pomnik Armii Poznań,
n9101962465,"9101962465",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tekst odezwy Stalina wydanego po zdobyciu Poznania (w języku rosyjskim),,,,,,,,,Odezwa Stalina,plaque
n9101962466,"9101962466",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tekst odezwy Stalina wydanego po zdobyciu Poznania (w języku polskim),,,,,,,,,Odezwa Stalina,plaque
n9101962470,"9101962470",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tu spoczywają prochy około 40 bezimiennych mieszkańców Poznania - więźniów Fortu VII, straconych przez okupanta hitlerowskiego w grudniu 1940 roku - Cześć Ich Pamięci.",,"Pomnik upamiętniający ok. 40 Polaków osadzonych w więzieniu przy ul. Młyńskiej i w Forcie VII, zamordowanych w grudniu 1940 roku","Jan Cieśliński; Jan M. Jakób",pl:Pomnik ofiar Fortu VII nad Rusałką w Poznaniu (południowy brzeg),Q4343488,,,,,,Pomnik ofiar Fortu VII (południowy brzeg),
n9102009712,"9102009712",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miniatura Poznańskich Krzyży,
n9102009713,"9102009713",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28 VI 1956 - 28 VI 1981 / W 25-tą rocznicę robotniczego protestu pracowników fabryki wagonów. Dla pamięci żyjącym, a ku przestrodze potomnym. Wyrazy hołdu Bohaterom Czerwca składa NSZZ Solidarność fabryki lokomotyw i wagonów.",,Pomnik upamiętniający 25-tą rocznicę protestu pracowników Fabryki Pojazdów Szynowych,Józef Petruk,,,,"1981",,,,25. rocznica robotniczego protestu,
n9103444865,"9103444865",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Św. Ojciec Pio,
n9103444869,"9103444869",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Na pamiątkę Kongresu Chrystusa Króla w Poznaniu w 1937 r. wdzięczni parafianie,,,,,,,"1937",,,,Kongres Chrystusa Króla w Poznaniu w 1937,statue
n9103444870,"9103444870",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomnik upamiętniający miejsce pochowania 12 radzieckich żołnierzy, poległych w walkach o wyzwolenie rejonu Kobylepole",,,,,,,,,Miejsce pochówku radzieckich żołnierzy,
n9103444871,"9103444871",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomnik poświęcony pracownikom ZNTK, którzy polegli w walce o wolność i demokrację (1870 - 1970)","R. Gruba, H. Rzetelski",,,,"1970",,,,Pomnik poległych pracowników ZNTK,
n9103444872,"9103444872",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cierpieli za słowa: ""Godności i chleba"". Pracownikom ZNTK, uczestnikom Wydarzeń Czerwcowych 1956. Solidarność 28 VI 1956",,"Pomnik poświęcony pracownikom ZNTK, którzy uczestniczyli w wydarzeniach Czerwca 1956r.",Józef Petruk,,,,"1981",,,,Pomnik pracowników ZNTK - uczestników Poznańskiego Czerwca 1956,
n9103444873,"9103444873",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pl:Dzieci Czerwca 1956,Q4343479,,,,,,Dzieci Poznańskiego Czerwca 1956,statue
n9103444874,"9103444874",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik Bohaterów wojny polsko-bolczewickiej,
n9103444875,"9103444875",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerzy Sobociński,pl:Pomnik Augusta Hlonda w Poznaniu,Q4343041,,"1981",,,,Kard. August Hlond,statue
n9103444876,"9103444876",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2011",,,,Pomnik św. Katarzyny,
n9103444877,"9103444877",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 przykazań Bożych,
n9103444881,"9103444881",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignacy Jan Paderewski,statue
n9103551689,"9103551689",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Czarnecki,statue
n9103551690,"9103551690",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomnik upamiętniający harcerzy, którzy oddali swe życia Ojczyźnie w latach 1939-1945","Z. Dłużewski, E. Grochal",pl:Pomnik Harcerski na Boninie w Poznaniu,Q11823213,,"1971",,,,Pomnik poległych harcerzy,
n9105283727,"9105283727",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomnik nagrobny z mogiłą 28 żołnierzy Armii Czerwonej, poległych w walkach o wyzwolenie rejonu Piątkowo - Winiary",,,,,"1985",,,,Pomnik nagrobny żołnierzy Armii Czerwonej,
n9105283728,"9105283728",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik nagrobny z mogilą 64 żołnierzy Armii Czerwonej poległych w walkach o wyzwolenie rejonu Sołacz - Winiary,,,,,"1945",,,,Pomnik nagrobny żołnierzy Armii Czerwonej,
n9105283730,"9105283730",node,memorial,,,,,,Kpt. Czesław Pobóg-Prusinowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pomnik nagrobny kpt. Czesława Pobóg-Prusinowskiego,
n9105283731,"9105283731",node,memorial,,,,,"1934",Gen. bryg. Oswald Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomnik nagrobny gen. bryg. Oswalda Franka, dowódcy VII Korpusu w Poznaniu",,,,,,,,,Pomnik nagrobny gen. bryg. Oswalda Franka,
n9105283735,"9105283735",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD 1952,stone
n9105283736,"9105283736",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2012",,,,60-lecie Instytutu Technologii Drewna,
n9105283737,"9105283737",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paweł Edmund Strzelecki / 1797 – 1873 / Wybitny syn Ziemi Wielkopolskiej.,,,,pl:Pomnik Pawła Edmunda Strzeleckiego w Poznaniu,Q16589958,,"1971",,,,Paweł Edmund Strzelecki,obelisk
n9105315269,"9105315269",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I. Rosińska,,,,"1975",,,,Adam Mickiewicz,
n9105702732,"9105702732",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,En: In pedestrian area.,yes,,,,,,"Bazyli Wojtowicz; Czesław Woźniak",pl:Pomnik Adama Mickiewicza w Poznaniu,Q11823093,,"1960",,,,Adam Mickiewicz,statue
n9105702733,"9105702733",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"En: Gentle ramp from pedestrian area to south, steep ramp from patio north side.",yes,,,,,,"Adam Graczyk; Włodzimierz Wojciechowski",pl:Pomnik Ofiar Czerwca 1956,Q11823368,,1981-06-28,,,,Poznański Czerwiec 1956,
n9105702757,"9105702757",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Władysław Saletis,pl:Pomnik Augustyna Szamarzewskiego w Poznaniu,Q11823127,,2001-06-03,,,,Ks. Augustyn Szamarzewski,bust
n9105702758,"9105702758",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,late C19,,,,Mikołaj Kopernik,bust
n9105702759,"9105702759",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerzy Sobociński,,,,"1969",,,,Władysław Reymont,bust
n9107873628,"9107873628",node,memorial,,,,sculpture,,,,,,,,,,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,Mężczyzna z panterą,,,,,1909..1910,,,,Dramat,sculpture
n9107873629,"9107873629",node,memorial,,,,sculpture,,,,,,,,,,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,Kobieta na lwie,,,,,1909..1910,,,,Liryka,sculpture
n9108326693,"9108326693",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Św. Józef,statue
n9110726187,"9110726187",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W XXI rocznice zwycięstwa nad faszyzmem 9.V.1966,,,,,,,"1966",,,,21. rocznica zwycięstwa nad faszyzmem,plaque
n9110726201,"9110726201",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica informująca, że w tym zespole budynków, w latach 1945 - 1947, mieściła się Katownia Urzędu Bezpieczeństwa",,,,,"1991",,,,Miejsce Katowni Urzędu Bezpieczeństwa,plaque
n9110726202,"9110726202",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica informująca o miejscu utworzenia teatru letniego, zbudowanego w czynie społecznym przez młodzież Poznania w 1968 roku",,,,,"1968",,,,Miejsce utworzenia teatru letniego,plaque
n9110726205,"9110726205",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Józef Stasiński,,,,"2010",,,,Feliks Nowowiejski,plaque
n9110726206,"9110726206",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-07-15,,,,Tablica twórców Roty,plaque
n9110726207,"9110726207",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica ufundowana przez kolejarzy Zachodniego Okręgu Kolei Państwowych w setną rocznicę Dyrekcji Kolei w Poznaniu,,,,,1995-04-01,,,,100. rocznica Dyrekcji Kolei w Poznaniu,plaque
n9110726210,"9110726210",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1993",,,,Roger Raczyński,plaque
n9110726211,"9110726211",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1990",,,,Adolf Bniński,plaque
n9110726212,"9110726212",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2013",,,,Wojciech Trąmpczyński,plaque
n9110726213,"9110726213",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2008",,,,Płk. Ludwik Bociański,plaque
n9110726214,"9110726214",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2004",,,,Witold Celichowski,plaque
n9110726215,"9110726215",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tablica informująca o historii budynku Uniwersytetu Ekonimicznego i upamiętniająca działalność zawodową architekta Adama Ballenstedta,,,,,"2011",,,,Adam Ballenstedt,plaque
n9110726216,"9110726216",node,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tablica informująca, że w tym budynku mieściła się siedziba naczelnego Instytutu Akcji Katolickiej w Polsce",,,,,"2004",,,,Miejsce siedziby naczelnego Instytutu Akcji Katolickiej,plaque
